2.04301;-3.10966e-07;1.94599;7.5593e-08;3.09236e-06;-7.61054e-08;1
2.04032;-0.108733;1.99974;-0.0101559;0.00738678;-0.0234685;0.999646
2.02992;-0.214387;2.05399;-0.0203633;0.0138078;-0.0401363;0.998891
2.01217;-0.316488;2.10915;-0.0311855;0.0178531;-0.0504564;0.99808
1.98734;-0.414667;2.16556;-0.0432715;0.0182769;-0.0551656;0.997372
1.95565;-0.508625;2.2235;-0.0573055;0.0140509;-0.0552376;0.996728
1.91724;-0.598112;2.28316;-0.0739546;0.00440355;-0.0518293;0.995904
1.8722;-0.682893;2.34461;-0.0938155;-0.0111552;-0.0462202;0.994454
1.82057;-0.762734;2.40783;-0.117364;-0.0328209;-0.0397498;0.99175
1.76237;-0.837375;2.47265;-0.144911;-0.0604967;-0.033755;0.987016
1.69765;-0.906532;2.53879;-0.176563;-0.093807;-0.0295108;0.979365
1.62648;-0.969886;2.60589;-0.212195;-0.132124;-0.0281764;0.967844
1.54902;-1.02709;2.67345;-0.251438;-0.174602;-0.0307492;0.951497
1.46551;-1.07779;2.74091;-0.29367;-0.220226;-0.0380291;0.929415
1.3763;-1.12163;2.80765;-0.338032;-0.267852;-0.0505923;0.900794
1.28187;-1.15828;2.87301;-0.383444;-0.31627;-0.0687779;0.864994
1.58642;-1.27153;2.50461;-0.295204;-0.278705;-0.04385;0.912828
1.83778;-1.28864;2.09042;-0.209328;-0.228465;-0.0248014;0.950458
2.01442;-1.22025;1.65392;-0.12928;-0.16496;-0.0115843;0.977722
2.10102;-1.08347;1.21951;-0.0584563;-0.088359;-0.00370031;0.994365
2.09005;-0.900006;0.811084;2.86218e-06;0.00035327;-0.000294313;1
